index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure,,,,
1813,472738675,5,3263,0,0,0,403,386,411,429,-709,891,4588,-569,-580,-157,204,-1036,9880,595,0,16,2,0,0,,,,
1814,472742527,5,3263,0,0,0,403,387,412,428,-734,875,4588,-418,-531,-119,120,-1112,10584,595,0,16,2,0,0,,,,
1815,472746450,5,3263,0,0,0,402,389,412,426,-750,857,4588,-245,-531,-82,-164,-1060,10716,595,0,16,2,0,0,,,,
1816,472750264,5,3263,0,0,0,403,392,412,423,-759,837,4588,-78,-552,-39,-316,-1012,10244,595,0,16,2,0,0,,,,
1817,472754133,5,3263,0,0,0,403,394,412,421,-762,811,4588,64,-602,3,-680,-1020,9776,595,0,16,2,0,0,,,,
1818,472758001,5,3263,0,0,0,404,396,410,418,-758,781,4588,171,-676,37,-908,-816,9120,595,0,16,2,0,0,,,,
1819,472761887,5,3263,0,0,0,406,398,409,417,-750,745,4588,232,-759,61,-1312,-592,8636,595,0,16,2,0,0,,,,
1820,472765731,5,3263,0,0,0,408,399,407,416,-740,702,4588,256,-862,79,-1636,-496,8312,595,0,16,2,0,0,,,,
1821,472769617,5,3263,0,0,0,410,400,405,415,-732,652,4588,256,-983,76,-1912,-744,8456,595,0,16,2,0,0,,,,
1822,472773473,5,3263,0,0,0,413,400,402,415,-728,594,4588,229,-1091,76,-2296,-1020,8552,595,0,16,2,0,0,,,,
1823,472777388,5,3263,0,0,0,415,399,399,415,-727,533,4588,158,-1169,70,-2364,-1012,9120,595,0,16,2,0,0,,,,
1824,472781228,5,3263,0,0,0,418,398,397,417,-731,471,4588,41,-1208,61,-2320,-1000,10160,595,0,16,2,0,0,,,,
1825,472785074,5,3263,0,0,0,419,396,396,418,-740,410,4588,-83,-1271,54,-2048,-1052,11200,595,0,16,2,0,0,,,,
1826,472788941,5,3263,0,0,0,421,394,394,421,-756,346,4588,-193,-1383,43,-1784,-1304,12884,595,0,16,2,0,0,,,,
1827,472792818,5,3263,0,0,0,424,392,391,423,-776,280,4588,-292,-1517,36,-1344,-1244,14984,595,0,16,2,0,0,,,,
1828,472796709,5,3263,0,0,0,427,390,388,424,-800,214,4588,-373,-1586,46,-1008,-1348,17228,595,0,16,2,0,0,,,,
1829,472800553,5,3263,0,0,0,429,389,386,426,-827,151,4588,-441,-1570,61,-824,-1268,19588,595,0,16,2,0,0,,,,
1830,472804423,5,3263,0,0,0,430,387,385,427,-856,91,4588,-499,-1549,90,-680,-1412,21948,595,0,16,2,0,0,,,,
1831,472808328,5,3263,0,0,0,430,386,384,429,-887,38,4588,-556,-1406,110,-612,-1300,24432,595,0,16,2,0,0,,,,
1832,472812148,5,3263,0,0,0,429,385,386,430,-918,-6,4588,-596,-1242,125,-348,-1220,27024,595,0,16,2,0,0,,,,
1833,472816016,5,3263,0,0,0,427,383,388,431,-948,-43,4588,-582,-1089,138,-304,-1088,28984,595,0,16,2,0,0,,,,
1834,472819885,5,3263,0,0,0,425,383,389,432,-976,-73,4588,-505,-949,153,-200,-1320,31036,595,0,16,2,0,0,,,,
1835,472823791,5,3263,0,0,0,424,384,391,431,-1000,-97,4588,-367,-819,166,-176,-1652,32740,595,0,16,2,0,0,,,,
1836,472827624,5,3263,0,0,0,422,386,393,429,-1017,-114,4588,-180,-683,193,-124,-1812,32767,595,0,16,2,0,0,,,,
1837,472831492,5,3263,0,0,0,420,388,395,426,-1026,-125,4588,28,-548,232,-104,-1864,32767,595,0,16,2,0,0,,,,
1838,472835364,5,3263,0,0,0,418,391,397,423,-1025,-131,4588,228,-403,283,-328,-1716,32767,595,0,16,2,0,0,,,,
1839,472839282,5,3263,0,0,0,416,395,399,420,-1015,-133,4588,395,-269,334,-552,-1568,32767,595,0,16,2,0,0,,,,
1840,472843106,5,3263,0,0,0,414,397,401,417,-997,-137,4588,531,-163,381,-1296,-1064,32240,595,0,16,2,0,0,,,,
1841,472847003,5,3263,0,0,0,412,400,402,415,-972,-144,4588,642,-95,417,-2000,-904,31412,595,0,16,2,0,0,,,,
1842,472850829,5,3263,0,0,0,411,402,404,413,-941,-157,4588,729,-63,422,-3060,-504,29808,595,0,16,2,0,0,,,,
1843,472854703,5,3263,0,0,0,411,404,404,411,-904,-176,4588,769,-61,391,-3896,16,28532,595,0,16,2,0,0,,,,
1844,472858564,5,3263,0,0,0,411,405,404,410,-864,-201,4588,760,-75,324,-4540,500,27392,595,0,16,2,0,0,,,,
1845,472862433,5,3263,0,0,0,412,406,403,409,-824,-228,4588,717,-96,233,-4744,800,26740,595,0,16,2,0,0,,,,
1846,472866305,5,3263,0,0,0,413,405,402,409,-786,-255,4588,662,-105,134,-4712,816,26376,595,0,16,2,0,0,,,,
1847,472870214,5,3263,0,0,0,413,405,402,410,-752,-278,4588,598,-75,43,-4344,740,26156,595,0,16,2,0,0,,,,
1848,472874037,5,3263,0,0,0,413,405,402,410,-721,-293,4588,538,-25,-27,-3560,656,26384,595,0,16,2,0,0,,,,
1849,472877914,5,3263,0,0,0,413,404,402,411,-693,-300,4588,486,28,-72,-2956,580,26448,595,0,16,2,0,0,,,,
1850,472881777,5,3263,0,0,0,412,404,403,411,-667,-297,4588,442,84,-85,-1968,576,26484,595,0,16,2,0,0,,,,
1851,472885656,5,3263,0,0,0,411,404,404,411,-644,-284,4588,408,146,-80,-1112,444,26652,595,0,16,2,0,0,,,,
1852,472889521,5,3263,0,0,0,410,403,405,411,-624,-262,4588,379,240,-58,-448,284,26828,595,0,16,2,0,0,,,,
1853,472893377,5,3263,0,0,0,408,403,407,411,-607,-234,4588,365,346,-27,-144,12,26996,595,0,16,2,0,0,,,,
1854,472897282,5,3263,0,0,0,406,403,409,411,-591,-199,4588,379,457,11,184,-216,26888,595,0,16,2,0,0,,,,
1855,472901162,5,3263,0,0,0,404,404,411,411,-575,-159,4588,417,567,59,276,-468,26268,595,0,16,2,0,0,,,,
1856,472904979,5,3263,0,0,0,401,405,414,410,-557,-115,4588,467,664,112,248,-420,25400,595,0,16,2,0,0,,,,
1857,472908847,5,3263,0,0,0,399,406,416,409,-536,-71,4588,503,740,172,-56,-152,24464,595,0,16,2,0,0,,,,
1858,472912716,5,3263,0,0,0,397,407,418,408,-511,-28,4588,529,786,220,-448,248,23312,595,0,16,2,0,0,,,,
1859,472916587,5,3263,0,0,0,396,408,419,407,-483,11,4588,548,805,242,-1064,548,22192,595,0,16,2,0,0,,,,
1860,472920451,5,3263,0,0,0,395,408,420,407,-453,44,4588,556,805,243,-1724,676,20980,595,0,16,2,0,0,,,,
1861,472924332,5,3263,0,0,0,394,409,420,406,-423,71,4588,564,806,236,-2508,712,20008,595,0,16,2,0,0,,,,
1862,472928218,5,3263,0,0,0,394,409,421,405,-392,95,4588,570,812,218,-2916,912,18716,595,0,16,2,0,0,,,,
1863,472932111,5,3263,0,0,0,394,410,421,405,-359,115,4588,571,802,188,-3280,1116,17644,595,0,16,2,0,0,,,,
1864,472935928,5,3263,0,0,0,393,410,422,404,-328,133,4588,554,786,143,-3412,1056,16520,595,0,16,2,0,0,,,,
1865,472939815,5,3263,0,0,0,393,411,422,404,-301,150,4588,507,766,75,-3492,896,15612,595,0,16,2,0,0,,,,
1866,472943756,5,3263,0,0,0,393,410,421,404,-281,167,4588,443,752,1,-3344,248,14260,595,0,16,2,0,0,,,,
1867,472947530,5,3263,0,0,0,393,410,422,405,-268,188,4588,356,758,-57,-2828,-116,13160,595,0,16,2,0,0,,,,
1868,472951398,5,3263,0,0,0,393,409,422,406,-262,215,4588,240,787,-84,-2296,-396,12224,595,0,16,2,0,0,,,,
1869,472955268,5,3263,0,0,0,392,407,423,408,-263,249,4588,108,811,-84,-1580,-476,11536,595,0,16,2,0,0,,,,
1870,472959136,5,3263,0,0,0,391,405,424,410,-270,287,4588,-25,821,-70,-1044,-500,10860,595,0,16,2,0,0,,,,
1871,472963051,5,3263,0,0,0,390,403,424,412,-282,324,4588,-167,802,-45,-964,-360,10840,595,0,16,2,0,0,,,,
1872,472966880,5,3263,0,0,0,390,400,425,415,-299,361,4588,-308,791,-21,-864,-236,11000,595,0,16,2,0,0,,,,
1873,472970783,5,3263,0,0,0,390,398,425,417,-319,397,4588,-440,809,-17,-1036,48,11396,595,0,16,2,0,0,,,,
1874,472974609,5,3263,0,0,0,389,395,426,419,-342,432,4588,-539,846,-22,-1380,148,12332,595,0,16,2,0,0,,,,
1875,472978470,5,3263,0,0,0,388,393,427,421,-365,466,4588,-585,874,-38,-1536,352,12980,595,0,16,2,0,0,,,,
1876,472982350,5,3263,0,0,0,387,392,428,422,-388,499,4588,-583,900,-53,-1736,372,13716,595,0,16,2,0,0,,,,
1877,472986210,5,3263,0,0,0,386,392,429,423,-407,534,4588,-544,932,-74,-1744,596,14140,595,0,16,2,0,0,,,,
1878,472990077,5,3263,0,0,0,385,392,430,422,-423,569,4588,-488,974,-88,-1960,736,13820,595,0,16,2,0,0,,,,
1879,472994013,5,3263,0,0,0,384,393,431,422,-435,604,4588,-412,996,-99,-2032,692,13632,595,0,16,2,0,0,,,,
1880,472997822,5,3263,0,0,0,383,394,432,421,-445,637,4588,-328,977,-114,-2124,600,13108,595,0,16,2,0,0,,,,
1881,473001695,5,3263,0,0,0,382,395,432,420,-452,668,4588,-245,945,-129,-2132,432,12316,595,0,16,2,0,0,,,,
1882,473005552,5,3263,0,0,0,382,396,432,419,-455,698,4588,-172,926,-142,-2276,532,11316,595,0,16,2,0,0,,,,
1883,473009430,5,3263,0,0,0,382,397,432,417,-456,725,4588,-116,901,-145,-2272,620,10080,595,0,16,2,0,0,,,,
1884,473013313,5,3263,0,0,0,382,398,433,417,-455,750,4588,-72,855,-145,-2276,580,8712,595,0,16,2,0,0,,,,
1885,473017165,5,3263,0,0,0,383,399,432,416,-453,772,4588,-51,795,-152,-2384,528,7560,595,0,16,2,0,0,,,,
1886,473021022,5,3263,0,0,0,383,399,432,416,-452,793,4588,-63,727,-171,-2196,484,6240,595,0,16,2,0,0,,,,
1887,473024932,5,3263,0,0,0,384,399,431,416,-453,808,4588,-88,645,-191,-2316,252,5328,595,0,16,2,0,0,,,,
1888,473028756,5,3263,0,0,0,385,399,430,416,-459,823,4588,-124,566,-203,-1984,-20,4620,595,0,16,2,0,0,,,,
1889,473032633,5,3263,0,0,0,386,398,429,417,-467,836,4588,-165,472,-221,-1764,-124,4252,595,0,16,2,0,0,,,,
1890,473036494,5,3263,0,0,0,387,397,428,418,-477,847,4588,-205,369,-217,-1324,-168,3688,595,0,16,2,0,0,,,,
1891,473040359,5,3263,0,0,0,389,397,426,418,-488,857,4588,-244,256,-197,-912,-104,3600,595,0,16,2,0,0,,,,
1892,473044256,5,3263,0,0,0,390,396,425,419,-501,865,4588,-277,152,-169,-524,-208,3544,595,0,16,2,0,0,,,,
1893,473048102,5,3263,0,0,0,392,395,423,420,-516,873,4588,-318,75,-139,-172,-260,3480,595,0,16,2,0,0,,,,
1894,473051974,5,3263,0,0,0,393,394,422,421,-532,880,4588,-351,24,-104,36,-196,3488,595,0,16,2,0,0,,,,
1895,473055874,5,3263,0,0,0,393,393,421,421,-547,886,4588,-380,-18,-66,60,52,3868,595,0,16,2,0,0,,,,
1896,473059703,5,3263,0,0,0,394,393,421,422,-560,888,4588,-381,-76,-30,-56,364,4176,595,0,16,2,0,0,,,,
1897,473063565,5,3263,0,0,0,395,393,420,422,-570,885,4588,-352,-156,-10,-244,536,4604,595,0,16,2,0,0,,,,
1898,473067435,5,3263,0,0,0,396,393,419,422,-578,875,4588,-295,-233,0,-700,392,5044,595,0,16,2,0,0,,,,
1899,473071304,5,3263,0,0,0,398,393,417,421,-583,861,4588,-218,-289,-4,-956,396,5180,595,0,16,2,0,0,,,,
1900,473075207,5,3263,0,0,0,399,395,416,420,-585,844,4588,-129,-330,-12,-1048,364,5152,595,0,16,2,0,0,,,,
1901,473079036,5,3263,0,0,0,400,396,415,419,-582,826,4588,-40,-355,-22,-1104,444,5124,595,0,16,2,0,0,,,,
1902,473082912,5,3263,0,0,0,400,397,414,417,-577,806,4588,50,-396,-15,-1120,216,4640,595,0,16,2,0,0,,,,
1903,473086825,5,3263,0,0,0,401,399,414,416,-570,784,4588,133,-450,-8,-1100,120,4024,595,0,16,2,0,0,,,,
1904,473090639,5,3263,0,0,0,402,400,412,414,-560,759,4588,190,-518,0,-1188,24,3488,595,0,16,2,0,0,,,,
1905,473094545,5,3263,0,0,0,404,401,411,413,-550,731,4588,228,-608,3,-1012,-84,3040,595,0,16,2,0,0,,,,
1906,473098373,5,3263,0,0,0,406,402,409,413,-540,699,4588,235,-693,1,-1224,-204,2604,595,0,16,2,0,0,,,,
1907,473102254,5,3263,0,0,0,408,402,407,412,-532,662,4588,214,-768,8,-1344,-232,2516,595,0,16,2,0,0,,,,
1908,473106113,5,3263,0,0,0,409,402,406,413,-527,623,4588,168,-836,-2,-1300,-404,2572,595,0,16,2,0,0,,,,
1909,473109982,5,3263,0,0,0,411,402,404,413,-527,583,4588,104,-905,-8,-1088,-708,2940,595,0,16,2,0,0,,,,
1910,473113851,5,3263,0,0,0,413,401,402,414,-531,542,4588,48,-967,-15,-948,-956,3676,595,0,16,2,0,0,,,,
1911,473117805,5,3263,0,0,0,414,400,400,415,-540,502,4588,-12,-1013,-8,-616,-1140,4336,595,0,16,2,0,0,,,,
1912,473121583,5,3263,0,0,0,416,399,399,416,-551,464,4588,-72,-1045,16,-168,-1084,5472,595,0,16,2,0,0,,,,
1913,473125461,5,3263,0,0,0,417,397,398,417,-565,428,4588,-129,-1080,53,104,-1208,6204,595,0,16,2,0,0,,,,
1914,473129328,5,3263,0,0,0,418,396,397,419,-582,390,4588,-179,-1114,96,180,-1332,7168,595,0,16,2,0,0,,,,
1915,473133188,5,3263,0,0,0,419,395,396,420,-601,351,4588,-220,-1150,152,68,-1344,8368,595,0,16,2,0,0,,,,
1916,473137054,5,3263,0,0,0,420,394,395,420,-619,308,4588,-269,-1161,216,-320,-1028,9560,595,0,16,2,0,0,,,,
1917,473140920,5,3263,0,0,0,421,393,394,421,-635,264,4588,-323,-1152,264,-576,-468,11156,595,0,16,2,0,0,,,,
1918,473144815,5,3263,0,0,0,421,392,393,423,-650,216,4588,-364,-1160,284,-1084,-124,12748,595,0,16,2,0,0,,,,
1919,473148707,5,3263,0,0,0,422,391,392,423,-666,165,4588,-372,-1157,285,-1628,-116,14368,595,0,16,2,0,0,,,,
1920,473152525,5,3263,0,0,0,423,391,392,424,-679,110,4588,-355,-1144,274,-2192,148,15816,595,0,16,2,0,0,,,,
1921,473156393,5,3263,0,0,0,424,391,391,424,-688,53,4588,-323,-1112,255,-2560,300,16980,595,0,16,2,0,0,,,,
1922,473160262,5,3263,0,0,0,424,391,391,423,-691,-2,4588,-276,-1080,245,-2704,784,18020,595,0,16,2,0,0,,,,
1923,473164131,5,3263,0,0,0,425,392,390,423,-691,-57,4588,-222,-1060,229,-2868,972,19132,595,0,16,2,0,0,,,,
1924,473167998,5,3263,0,0,0,425,393,390,422,-686,-115,4588,-158,-1065,214,-3176,1224,20100,595,0,16,2,0,0,,,,
1925,473171870,5,3263,0,0,0,426,394,389,421,-678,-175,4588,-99,-1080,193,-3444,1416,21012,595,0,16,2,0,0,,,,
1926,473175744,5,3263,0,0,0,427,395,388,420,-665,-235,4588,-52,-1087,164,-3528,1712,21948,595,0,16,2,0,0,,,,
1927,473179657,5,3263,0,0,0,428,396,387,419,-651,-295,4588,-20,-1083,117,-3584,1688,23064,595,0,16,2,0,0,,,,
1928,473183466,5,3263,0,0,0,429,397,386,418,-636,-353,4588,10,-1064,70,-3548,1688,23968,595,0,16,2,0,0,,,,
1929,473187343,5,3263,0,0,0,430,397,385,417,-620,-408,4588,47,-1029,26,-3280,1516,25144,595,0,16,2,0,0,,,,
1930,473191206,5,3263,0,0,0,430,398,385,417,-607,-457,4588,86,-990,-12,-2904,1088,26200,595,0,16,2,0,0,,,,
1931,473195101,5,3263,0,0,0,430,399,385,416,-594,-497,4588,119,-914,-35,-2216,792,27404,595,0,16,2,0,0,,,,
1932,473198939,5,3263,0,0,0,430,400,385,415,-583,-528,4588,143,-811,-51,-1500,456,28300,595,0,16,2,0,0,,,,
1933,473202814,5,3263,0,0,0,428,400,386,415,-575,-549,4588,172,-698,-48,-908,-108,29036,595,0,16,2,0,0,,,,
1934,473206683,5,3263,0,0,0,427,401,388,414,-567,-559,4588,211,-598,-15,-196,-336,29816,595,0,16,2,0,0,,,,
1935,473210594,5,3263,0,0,0,426,402,389,413,-558,-562,4588,235,-482,33,96,-324,30076,595,0,16,2,0,0,,,,
1936,473214420,5,3263,0,0,0,424,402,391,413,-549,-559,4588,259,-357,86,256,-456,30268,595,0,16,2,0,0,,,,
1937,473218282,5,3263,0,0,0,422,403,393,412,-540,-552,4588,283,-255,141,148,-580,30456,595,0,16,2,0,0,,,,
1938,473222180,5,3263,0,0,0,420,403,395,412,-531,-545,4588,322,-198,184,-144,-680,30572,595,0,16,2,0,0,,,,
1939,473226012,5,3263,0,0,0,419,404,395,411,-520,-538,4588,363,-151,210,-456,-648,30484,595,0,16,2,0,0,,,,
1940,473229881,5,3263,0,0,0,418,405,396,410,-508,-533,4588,389,-76,230,-1036,-584,29928,595,0,16,2,0,0,,,,
1941,473233749,5,3263,0,0,0,417,405,398,409,-494,-529,4588,400,18,242,-1708,-536,29432,595,0,16,2,0,0,,,,
1942,473237616,5,3263,0,0,0,416,406,399,409,-478,-523,4588,390,118,245,-2088,-64,28912,595,0,16,2,0,0,,,,
1943,473241528,5,3263,0,0,0,414,406,401,409,-459,-518,4588,380,169,237,-2448,288,28684,595,0,16,2,0,0,,,,
1944,473245376,5,3263,0,0,0,413,406,402,409,-439,-516,4588,384,177,211,-2812,484,28436,595,0,16,2,0,0,,,,
1945,473249230,5,3263,0,0,0,413,406,402,408,-418,-516,4588,389,175,179,-3080,640,28204,595,0,16,2,0,0,,,,
1946,473253081,5,3263,0,0,0,413,407,402,408,-394,-518,4588,402,201,142,-3424,852,28024,595,0,16,2,0,0,,,,
1947,473256960,5,3263,0,0,0,413,407,402,407,-371,-519,4588,415,242,99,-3536,836,27656,595,0,16,2,0,0,,,,
1948,473260818,5,3263,0,0,0,412,408,403,407,-347,-517,4588,426,286,56,-3436,772,27608,595,0,16,2,0,0,,,,
1949,473264721,5,3263,0,0,0,411,408,403,406,-323,-511,4588,444,338,13,-3232,660,27304,595,0,16,2,0,0,,,,
1950,473268554,5,3263,0,0,0,410,409,405,406,-300,-501,4588,455,385,-16,-2944,616,26872,595,0,16,2,0,0,,,,
1951,473272468,5,3263,0,0,0,409,410,405,405,-278,-486,4588,462,431,-33,-2540,456,26420,595,0,16,2,0,0,,,,
1952,473276288,5,3263,0,0,0,409,410,406,405,-257,-466,4588,477,456,-44,-1980,288,25852,595,0,16,2,0,0,,,,
1953,473280154,5,3263,0,0,0,408,410,407,404,-235,-443,4588,500,478,-44,-1688,220,25256,595,0,16,2,0,0,,,,
1954,473284027,5,3263,0,0,0,407,411,408,403,-214,-415,4588,508,558,-22,-1552,128,24456,595,0,16,2,0,0,,,,
1955,473287892,5,3263,0,0,0,405,412,409,403,-195,-384,4588,513,647,8,-1536,-224,23296,595,0,16,2,0,0,,,,
1956,473291770,5,3263,0,0,0,403,412,411,403,-179,-349,4588,504,716,38,-1332,-400,22408,595,0,16,2,0,0,,,,
1957,473295663,5,3263,0,0,0,402,412,413,403,-164,-313,4588,489,746,62,-1464,-512,21020,595,0,16,2,0,0,,,,
1958,473299509,5,3263,0,0,0,401,412,414,403,-150,-278,4588,464,757,81,-1536,-584,19832,595,0,16,2,0,0,,,,
1959,473303416,5,3263,0,0,0,400,412,415,403,-138,-245,4588,415,783,104,-1864,-364,18356,595,0,16,2,0,0,,,,
1960,473307257,5,3263,0,0,0,399,411,415,403,-128,-213,4588,345,829,122,-2268,-268,17088,595,0,16,2,0,0,,,,
1961,473311097,5,3263,0,0,0,398,411,417,404,-119,-182,4588,262,864,126,-2576,-28,16312,595,0,16,2,0,0,,,,
1962,473314969,5,3263,0,0,0,397,409,418,405,-113,-155,4588,176,872,119,-3096,148,15480,595,0,16,2,0,0,,,,
1963,473318837,5,3263,0,0,0,396,408,418,407,-109,-131,4588,87,870,87,-3456,416,15052,595,0,16,2,0,0,,,,
1964,473322701,5,3263,0,0,0,396,407,419,408,-107,-110,4588,-4,879,45,-3784,676,14524,595,0,16,2,0,0,,,,
1965,473326580,5,3263,0,0,0,396,405,419,409,-106,-90,4588,-84,901,-2,-3980,948,14480,595,0,16,2,0,0,,,,
1966,473330436,5,3263,0,0,0,395,404,420,411,-107,-68,4588,-141,916,-49,-3940,1036,14196,595,0,16,2,0,0,,,,
1967,473334371,5,3263,0,0,0,394,403,420,411,-109,-45,4588,-167,924,-90,-3704,1040,14276,595,0,16,2,0,0,,,,
1968,473338180,5,3263,0,0,0,394,403,421,412,-112,-20,4588,-176,924,-125,-3504,960,13832,595,0,16,2,0,0,,,,
1969,473342049,5,3263,0,0,0,394,403,421,412,-114,5,4588,-171,925,-143,-3388,976,13552,595,0,16,2,0,0,,,,
1970,473345947,5,3263,0,0,0,393,403,422,412,-116,31,4588,-167,925,-149,-3288,992,13180,595,0,16,2,0,0,,,,
1971,473349773,5,3263,0,0,0,393,403,422,412,-116,58,4588,-167,912,-156,-3080,1284,12684,595,0,16,2,0,0,,,,
1972,473353643,5,3263,0,0,0,392,403,422,412,-115,86,4588,-159,894,-165,-2908,1332,12200,595,0,16,2,0,0,,,,
1973,473357514,5,3263,0,0,0,392,403,422,412,-114,111,4588,-154,860,-185,-3040,1232,11816,595,0,16,2,0,0,,,,
1974,473361376,5,3263,0,0,0,393,403,422,412,-113,135,4588,-158,853,-208,-3048,1240,11344,595,0,16,2,0,0,,,,
1975,473365304,5,3263,0,0,0,392,403,423,412,-113,161,4588,-168,860,-232,-2888,1228,10936,595,0,16,2,0,0,,,,
1976,473369141,5,3263,0,0,0,392,403,423,412,-113,189,4588,-173,868,-251,-2616,1308,10456,595,0,16,2,0,0,,,,
1977,473372986,5,3263,0,0,0,391,403,424,412,-114,217,4588,-168,848,-264,-2440,1200,10076,595,0,16,2,0,0,,,,
1978,473376860,5,3263,0,0,0,391,403,424,412,-114,246,4588,-150,816,-278,-2224,1116,9716,595,0,16,2,0,0,,,,
1979,473380711,5,3263,0,0,0,391,403,424,412,-115,274,4588,-129,785,-284,-2012,920,9360,595,0,16,2,0,0,,,,
1980,473384591,5,3263,0,0,0,391,403,424,412,-116,304,4588,-107,767,-287,-1796,832,8596,595,0,16,2,0,0,,,,
1981,473388453,5,3263,0,0,0,391,404,424,411,-115,333,4588,-84,740,-285,-1600,880,8176,595,0,16,2,0,0,,,,
1982,473392333,5,3263,0,0,0,391,404,424,411,-114,362,4588,-68,706,-280,-1396,772,7568,595,0,16,2,0,0,,,,
1983,473396264,5,3263,0,0,0,391,404,424,411,-113,390,4588,-46,666,-279,-1256,660,7004,595,0,16,2,0,0,,,,
1984,473400052,5,3263,0,0,0,391,405,424,410,-115,417,4588,-28,617,-284,-1088,316,6196,595,0,16,2,0,0,,,,
1985,473403920,5,3263,0,0,0,391,405,423,410,-117,442,4588,-9,574,-279,-1100,84,5624,595,0,16,2,0,0,,,,
1986,473407799,5,3263,0,0,0,392,405,423,410,-119,466,4588,11,529,-270,-1000,44,4688,595,0,16,2,0,0,,,,
1987,473411718,5,3263,0,0,0,392,405,423,409,-120,489,4588,22,465,-260,-852,184,4104,595,0,16,2,0,0,,,,
1988,473415537,5,3263,0,0,0,393,406,422,409,-119,507,4588,33,388,-258,-896,252,3324,595,0,16,2,0,0,,,,
1989,473419398,5,3263,0,0,0,394,406,421,409,-121,523,4588,30,312,-259,-796,-92,2592,595,0,16,2,0,0,,,,
1990,473423258,5,3263,0,0,0,395,406,420,409,-125,535,4588,25,237,-265,-832,-364,1828,595,0,16,2,0,0,,,,
1991,473427185,5,3263,0,0,0,396,406,419,409,-130,545,4588,5,174,-261,-720,-364,1056,595,0,16,2,0,0,,,,
1992,473430995,5,3263,0,0,0,396,405,418,410,-137,555,4588,-33,106,-254,-340,-376,524,595,0,16,2,0,0,,,,
1993,473434863,5,3263,0,0,0,397,404,417,410,-144,563,4588,-74,15,-249,-124,-144,376,595,0,16,2,0,0,,,,
1994,473438729,5,3263,0,0,0,399,404,416,411,-152,570,4588,-116,-87,-244,268,8,48,595,0,16,2,0,0,,,,
1995,473442597,5,3263,0,0,0,400,403,415,412,-163,575,4588,-166,-157,-237,484,-180,200,595,0,16,2,0,0,,,,
1996,473446490,5,3263,0,0,0,401,402,414,413,-178,579,4588,-206,-195,-228,592,-548,284,595,0,16,2,0,0,,,,
1997,473450333,5,3263,0,0,0,402,401,413,414,-197,585,4588,-255,-202,-202,852,-652,436,595,0,16,2,0,0,,,,
1998,473454237,5,3263,0,0,0,402,400,413,415,-217,593,4588,-293,-212,-177,1212,-692,956,595,0,16,2,0,0,,,,
1999,473458122,5,3263,0,0,0,402,399,413,416,-239,603,4588,-309,-250,-153,1636,-896,1548,595,0,16,2,0,0,,,,
2000,473461943,5,3263,0,0,0,402,399,413,416,-263,612,4588,-310,-290,-125,1780,-1112,1772,595,0,16,2,0,0,,,,
2001,473465802,5,3263,0,0,0,403,398,412,417,-288,620,4588,-291,-330,-88,1916,-1444,2204,595,0,16,2,0,0,,,,
2002,473469688,5,3263,0,0,0,403,398,412,417,-315,627,4588,-264,-354,-42,1920,-1860,2264,595,0,16,2,0,0,,,,
2003,473473560,5,3263,0,0,0,403,398,411,417,-343,632,4588,-240,-374,11,1816,-2172,2232,595,0,16,2,0,0,,,,
2004,473477404,5,3263,0,0,0,404,398,411,417,-373,636,4588,-221,-425,62,1848,-2488,2264,595,0,16,2,0,0,,,,
2005,473481271,5,3263,0,0,0,404,398,410,417,-403,635,4588,-215,-502,109,1660,-2620,2424,595,0,16,2,0,0,,,,
2006,473485139,5,3263,0,0,0,406,397,409,417,-432,627,4588,-215,-587,159,1304,-2520,2752,595,0,16,2,0,0,,,,
2007,473489053,5,3263,0,0,0,407,397,408,418,-460,612,4588,-229,-682,217,920,-2396,3112,595,0,16,2,0,0,,,,
2008,473492880,5,3263,0,0,0,409,396,406,418,-485,590,4588,-243,-784,265,468,-1876,4044,595,0,16,2,0,0,,,,
2009,473496777,5,3263,0,0,0,411,396,404,419,-509,558,4588,-257,-912,298,-28,-1644,4748,595,0,16,2,0,0,,,,
2010,473500618,5,3263,0,0,0,413,395,402,420,-530,516,4588,-272,-1034,303,-740,-1268,6276,595,0,16,2,0,0,,,,
2011,473504484,5,3263,0,0,0,416,395,399,420,-550,467,4588,-282,-1123,279,-1196,-1016,7948,595,0,16,2,0,0,,,,
2012,473508341,5,3263,0,0,0,418,394,397,421,-569,415,4588,-286,-1179,246,-1332,-968,9620,595,0,16,2,0,0,,,,
2013,473512207,5,3263,0,0,0,420,394,395,421,-585,363,4588,-276,-1196,212,-1320,-692,11212,595,0,16,2,0,0,,,,
2014,473516103,5,3263,0,0,0,421,394,394,421,-602,313,4588,-255,-1212,185,-936,-820,12732,595,0,16,2,0,0,,,,
2015,473519988,5,3263,0,0,0,422,394,393,421,-617,266,4588,-215,-1223,185,-640,-816,13964,595,0,16,2,0,0,,,,
2016,473523811,5,3263,0,0,0,423,394,392,421,-628,222,4588,-185,-1214,208,-352,-680,15184,595,0,16,2,0,0,,,,
2017,473527681,5,3263,0,0,0,423,394,392,420,-638,183,4588,-191,-1169,237,-16,-440,16044,595,0,16,2,0,0,,,,
2018,473531549,5,3263,0,0,0,423,394,392,420,-648,147,4588,-209,-1120,275,144,-300,17164,595,0,16,2,0,0,,,,
