index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure,,,,
646,468224968,5,3263,0,0,0,345,426,470,389,1326,6350,4588,-139,-2409,5,3396,1508,13380,595,0,16,2,0,0,,3876,,
647,468228876,5,3263,0,0,0,346,426,469,389,1318,6238,4588,-148,-2353,43,3256,1572,13160,595,0,16,2,0,0,,3908,,
648,468232698,5,3263,0,0,0,347,425,468,389,1311,6125,4588,-141,-2350,80,3004,1692,13040,595,0,16,2,0,0,,3822,,
649,468236561,5,3263,0,0,0,349,425,466,389,1305,6010,4588,-114,-2405,110,2960,1528,12844,595,0,16,2,0,0,,3863,,
650,468240433,5,3263,0,0,0,351,426,463,389,1301,5890,4588,-81,-2489,116,2740,1660,12648,595,0,16,2,0,0,,3872,,
651,468244352,5,3263,0,0,0,354,426,460,389,1298,5765,4588,-55,-2583,133,2484,1688,12364,595,0,16,2,0,0,,3919,,
652,468248187,5,3263,0,0,0,358,427,457,388,1295,5635,4588,-29,-2667,137,2216,1544,12184,595,0,16,2,0,0,,3835,,
653,468252052,5,3263,0,0,0,361,427,454,388,1291,5501,4588,-18,-2755,134,2112,1336,12068,595,0,16,2,0,0,,3865,,
654,468255907,5,3263,0,0,0,365,427,450,388,1285,5364,4588,-25,-2862,123,2032,1160,12212,595,0,16,2,0,0,,3855,,
655,468259813,5,3263,0,0,0,368,427,446,388,1275,5224,4588,-71,-2952,116,1980,956,12060,595,0,16,2,0,0,,3906,,
656,468263637,5,3263,0,0,0,372,426,443,389,1263,5082,4588,-154,-2990,113,1844,1076,12236,595,0,16,2,0,0,,3824,,
657,468267502,5,3263,0,0,0,375,424,440,390,1247,4942,4588,-267,-2965,116,1824,1160,12376,595,0,16,2,0,0,,3865,,
658,468271374,5,3263,0,0,0,377,422,438,392,1226,4806,4588,-383,-2905,107,1856,1112,12984,595,0,16,2,0,0,,3872,,
659,468275236,5,3263,0,0,0,378,420,437,394,1199,4674,4588,-484,-2817,109,1752,840,13644,595,0,16,2,0,0,,3862,,
660,468279109,5,3263,0,0,0,379,418,436,397,1167,4548,4588,-561,-2731,119,1984,648,14316,595,0,16,2,0,0,,3873,,
661,468282980,5,3263,0,0,0,379,416,436,398,1132,4426,4588,-601,-2644,139,1916,392,14976,595,0,16,2,0,0,,3871,,
662,468286849,5,3263,0,0,0,380,415,435,399,1095,4309,4588,-618,-2546,182,1852,228,15568,595,0,16,2,0,0,,3869,,
663,468290761,5,3263,0,0,0,380,415,435,400,1059,4197,4588,-613,-2435,243,1752,364,15800,595,0,16,2,0,0,,3912,,
664,468294588,5,3263,0,0,0,380,414,435,401,1027,4088,4588,-592,-2316,305,1436,620,15852,595,0,16,2,0,0,,3827,,
665,468298440,5,3263,0,0,0,380,414,435,401,998,3983,4588,-560,-2228,363,1280,880,16004,595,0,16,2,0,0,,3852,,
666,468302326,5,3263,0,0,0,380,414,434,401,972,3876,4588,-499,-2228,395,908,864,15896,595,0,16,2,0,0,,3886,,
667,468306183,5,3263,0,0,0,382,414,433,400,949,3763,4588,-419,-2296,417,456,832,15752,595,0,16,2,0,0,,3857,,
668,468310054,5,3263,0,0,0,385,415,430,399,932,3644,4588,-324,-2404,434,28,1084,15452,595,0,16,2,0,0,,3871,,
669,468313917,5,3263,0,0,0,388,417,426,398,923,3518,4588,-235,-2492,444,-408,1516,15060,595,0,16,2,0,0,,3863,,
670,468317780,5,3263,0,0,0,392,418,423,397,918,3385,4588,-150,-2556,452,-1020,1536,14496,595,0,16,2,0,0,,3863,,
671,468321692,5,3263,0,0,0,395,419,420,396,915,3248,4588,-69,-2603,462,-1488,1360,14040,595,0,16,2,0,0,,3912,,
672,468325516,5,3263,0,0,0,397,420,417,394,917,3109,4588,26,-2659,470,-1612,1372,13652,595,0,16,2,0,0,,3824,,
673,468329404,5,3263,0,0,0,401,422,414,393,923,2967,4588,116,-2736,459,-1668,1420,13232,595,0,16,2,0,0,,3888,,
674,468333260,5,3263,0,0,0,404,423,411,391,932,2821,4588,205,-2846,440,-1740,1476,12552,595,0,16,2,0,0,,3856,,
675,468337124,5,3263,0,0,0,408,425,407,390,944,2672,4588,271,-2983,426,-1540,1456,12120,595,0,16,2,0,0,,3864,,
676,468340993,5,3263,0,0,0,412,426,402,389,955,2519,4588,317,-3123,433,-1456,1092,11844,595,0,16,2,0,0,,3869,,
677,468344912,5,3263,0,0,0,417,427,398,388,965,2363,4588,315,-3189,471,-1600,1032,11948,595,0,16,2,0,0,,3919,,
678,468348725,5,3263,0,0,0,421,427,394,388,972,2208,4588,248,-3179,521,-1580,932,11884,595,0,16,2,0,0,,3813,,
679,468352658,5,3263,0,0,0,423,426,392,389,974,2058,4588,141,-3117,555,-1448,800,12120,595,0,16,2,0,0,,3933,,
680,468356457,5,3263,0,0,0,424,424,391,390,967,1911,4588,12,-3071,582,-1496,512,12956,595,0,16,2,0,0,,3799,,
681,468360326,5,3263,0,0,0,426,422,389,392,952,1766,4588,-119,-3035,620,-1548,140,13452,595,0,16,2,0,0,,3869,,
682,468364194,5,3263,0,0,0,427,420,387,395,930,1622,4588,-242,-2989,670,-1764,-124,14228,595,0,16,2,0,0,,3868,,
683,468368066,5,3263,0,0,0,429,418,386,397,904,1483,4588,-351,-2923,726,-1748,-36,15012,595,0,16,2,0,0,,3872,,
684,468371944,5,3263,0,0,0,430,416,385,399,875,1346,4588,-439,-2850,786,-1964,-8,15900,595,0,16,2,0,0,,3878,,
685,468375795,5,3263,0,0,0,431,414,384,401,844,1210,4588,-497,-2827,858,-2152,116,16596,595,0,16,2,0,0,,3851,,
686,468379671,5,3263,0,0,0,433,412,382,402,813,1069,4588,-513,-2897,926,-2496,144,17240,595,0,16,2,0,0,,3876,,
687,468383579,5,3263,0,0,0,436,412,378,403,787,920,4588,-489,-3030,972,-3024,704,17432,595,0,16,2,0,0,,3908,,
688,468387415,5,3263,0,0,0,441,412,374,403,769,761,4588,-462,-3164,1023,-3676,1356,17292,595,0,16,2,0,0,,3836,,
689,468391265,5,3263,0,0,0,445,412,370,403,755,594,4588,-420,-3245,1086,-4340,1720,17048,595,0,16,2,0,0,,3850,,
690,468395206,5,3263,0,0,0,449,412,366,402,747,422,4588,-378,-3258,1126,-5228,2260,16492,595,0,16,2,0,0,,3941,,
691,468399005,5,3263,0,0,0,452,413,363,402,743,246,4588,-331,-3208,1126,-6128,2572,15856,595,0,16,2,0,0,,3799,,
692,468402879,5,3263,0,0,0,454,414,361,401,744,66,4588,-280,-3116,1103,-7308,2888,15180,595,0,16,2,0,0,,3874,,
693,468406745,5,3263,0,0,0,455,414,360,400,746,-114,4588,-236,-2977,1048,-8308,2788,14416,595,0,16,2,0,0,,3866,,
694,468410614,5,3263,0,0,0,456,415,359,400,751,-294,4588,-188,-2815,965,-9288,2880,13620,595,0,16,2,0,0,,3869,,
695,468414525,5,3263,0,0,0,456,416,359,399,755,-470,4588,-144,-2684,832,-9756,2504,13132,595,0,16,2,0,0,,3911,,
696,468418349,5,3263,0,0,0,457,417,358,398,757,-644,4588,-86,-2648,665,-9776,1964,12676,595,0,16,2,0,0,,3824,,
697,468422222,5,3263,0,0,0,459,418,356,397,759,-819,4588,-21,-2736,481,-9604,1536,12404,595,0,16,2,0,0,,3873,,
698,468426078,5,3263,0,0,0,463,419,352,396,760,-998,4588,47,-2904,316,-9368,956,12076,595,0,16,2,0,0,,3856,,
699,468429948,5,3263,0,0,0,469,420,346,395,759,-1179,4588,91,-3070,172,-8984,624,12040,595,0,16,2,0,0,,3870,,
700,468433811,5,3263,0,0,0,474,420,341,394,756,-1361,4588,83,-3184,54,-8664,416,12048,595,0,16,2,0,0,,3863,,
701,468437693,5,3263,0,0,0,479,420,336,394,751,-1540,4588,33,-3227,-28,-8148,424,12048,595,0,16,2,0,0,,3882,,
702,468441548,5,3263,0,0,0,482,419,333,395,743,-1714,4588,-60,-3212,-70,-7856,448,12636,595,0,16,2,0,0,,3855,,
703,468445469,5,3263,0,0,0,485,418,330,397,727,-1881,4588,-170,-3163,-84,-7400,68,13280,595,0,16,2,0,0,,3921,,
704,468449299,5,3263,0,0,0,486,416,328,399,705,-2042,4588,-267,-3121,-72,-7024,-180,14164,595,0,16,2,0,0,,3830,,
705,468453146,5,3263,0,0,0,488,414,326,401,679,-2200,4588,-349,-3076,-27,-7024,-260,14732,595,0,16,2,0,0,,3847,,
706,468457040,5,3263,0,0,0,490,412,325,402,649,-2354,4588,-418,-2992,46,-7124,-308,15476,595,0,16,2,0,0,,3894,,
707,468460881,5,3263,0,0,0,491,411,324,404,618,-2504,4588,-480,-2849,128,-7476,-212,16096,595,0,16,2,0,0,,3841,,
708,468464751,5,3263,0,0,0,491,409,323,405,588,-2647,4588,-532,-2666,207,-7708,68,16352,595,0,16,2,0,0,,3870,,
709,468468620,5,3263,0,0,0,491,408,324,407,558,-2783,4588,-572,-2469,277,-8144,252,16508,595,0,16,2,0,0,,3869,,
710,468472485,5,3263,0,0,0,490,407,325,408,527,-2914,4588,-599,-2280,326,-8604,312,16516,595,0,16,2,0,0,,3865,,
711,468476399,5,3263,0,0,0,489,406,326,409,497,-3041,4588,-598,-2109,361,-9096,400,16460,595,0,16,2,0,0,,3914,,
712,468480220,5,3263,0,0,0,488,406,327,409,469,-3164,4588,-567,-1977,375,-9552,472,16476,595,0,16,2,0,0,,3821,,
713,468484089,5,3263,0,0,0,488,406,327,409,444,-3284,4588,-517,-1867,371,-9912,596,16324,595,0,16,2,0,0,,3869,,
714,468487956,5,3263,0,0,0,488,406,327,409,423,-3403,4588,-447,-1770,347,-10348,716,15860,595,0,16,2,0,0,,3867,,
715,468491822,5,3263,0,0,0,488,407,326,408,406,-3520,4588,-364,-1700,311,-10608,708,15372,595,0,16,2,0,0,,3866,,
716,468495726,5,3263,0,0,0,489,408,326,407,395,-3637,4588,-266,-1664,269,-11024,964,14840,595,0,16,2,0,0,,3904,,
717,468499588,5,3263,0,0,0,490,409,324,406,391,-3756,4588,-157,-1671,214,-11256,1156,14112,595,0,16,2,0,0,,3862,,
718,468503426,5,3263,0,0,0,492,411,322,404,395,-3877,4588,-56,-1694,139,-11448,1712,13168,595,0,16,2,0,0,,3838,,
719,468507346,5,3263,0,0,0,495,412,320,402,407,-3997,4588,28,-1704,51,-11552,2200,12276,595,0,16,2,0,0,,3920,,
720,468511163,5,3263,0,0,0,497,414,318,401,420,-4118,4588,85,-1698,-41,-11768,2080,11528,595,0,16,2,0,0,,3817,,
721,468515028,5,3263,0,0,0,499,415,316,400,433,-4238,4588,124,-1714,-135,-11632,1828,11044,595,0,16,2,0,0,,3865,,
722,468518895,5,3263,0,0,0,501,416,314,399,443,-4359,4588,153,-1823,-238,-11368,1288,10664,595,0,16,2,0,0,,3867,,
723,468522763,5,3263,0,0,0,504,416,311,398,451,-4484,4588,181,-2035,-334,-10844,980,10244,595,0,16,2,0,0,,3868,,
724,468526630,5,3263,0,0,0,510,417,305,398,458,-4616,4588,198,-2292,-401,-10396,672,9976,595,0,16,2,0,0,,3867,,
725,468530507,5,3263,0,0,0,516,417,299,397,462,-4754,4588,199,-2530,-439,-9912,364,9768,595,0,16,2,0,0,,3877,,
726,468534371,5,3263,0,0,0,522,417,293,397,465,-4895,4588,165,-2716,-453,-9452,312,9876,595,0,16,2,0,0,,3864,,
727,468538276,5,3263,0,0,0,526,417,288,398,464,-5038,4588,118,-2831,-445,-9212,32,9880,595,0,16,2,0,0,,3905,,
728,468542132,5,3263,0,0,0,530,416,284,398,456,-5179,4588,56,-2881,-410,-8904,-376,10000,595,0,16,2,0,0,,3856,,
729,468546017,5,3263,0,0,0,534,415,281,400,443,-5318,4588,-27,-2852,-342,-8896,-620,10148,595,0,16,2,0,0,,3885,,
730,468549836,5,3263,0,0,0,535,414,279,401,424,-5452,4588,-121,-2789,-253,-8816,-828,10432,595,0,16,2,0,0,,3819,,
731,468553706,5,3263,0,0,0,536,412,278,403,400,-5586,4588,-224,-2755,-153,-9020,-972,11192,595,0,16,2,0,0,,3870,,
732,468557575,5,3263,0,0,0,538,410,277,405,373,-5719,4588,-314,-2750,-61,-9148,-892,11184,595,0,16,2,0,0,,3869,,
733,468561441,5,3263,0,0,0,540,408,275,407,343,-5855,4588,-376,-2743,24,-9612,-928,11536,595,0,16,2,0,0,,3866,,
734,468565312,5,3263,0,0,0,542,407,273,408,313,-5993,4588,-424,-2724,99,-10236,-700,11776,595,0,16,2,0,0,,3871,,
735,468569230,5,3263,0,0,0,544,405,271,409,285,-6133,4588,-449,-2694,157,-10716,-396,11772,595,0,16,2,0,0,,3918,,
736,468573046,5,3263,0,0,0,546,404,269,410,258,-6273,4588,-461,-2658,201,-11132,-280,11604,595,0,16,2,0,0,,3816,,
737,468576930,5,3263,0,0,0,547,404,267,411,232,-6414,4588,-446,-2623,234,-11460,-164,11532,595,0,16,2,0,0,,3884,,
738,468580781,5,3263,0,0,0,549,404,266,411,209,-6556,4588,-415,-2572,251,-12016,-36,11516,595,0,16,2,0,0,,3851,,
739,468584651,5,3263,0,0,0,550,404,265,411,188,-6697,4588,-379,-2504,253,-12412,100,10936,595,0,16,2,0,0,,3870,,
740,468588516,5,3263,0,0,0,551,404,263,411,169,-6838,4588,-339,-2457,239,-12804,64,11040,595,0,16,2,0,0,,3865,,
741,468592403,5,3263,0,0,0,553,404,262,410,152,-6978,4588,-280,-2424,200,-13068,40,10700,595,0,16,2,0,0,,3887,,
742,468596292,5,3263,0,0,0,555,405,260,410,139,-7117,4588,-227,-2370,155,-13316,140,10440,595,0,16,2,0,0,,3889,,
743,468600164,5,3263,0,0,0,556,406,259,409,131,-7252,4588,-179,-2292,107,-13392,484,9980,595,0,16,2,0,0,,3872,,
744,468604002,5,3263,0,0,0,557,406,258,408,126,-7381,4588,-139,-2184,60,-13412,788,9776,595,0,16,2,0,0,,3838,,
745,468607862,5,3263,0,0,0,557,407,258,408,123,-7505,4588,-103,-2065,15,-13472,736,9536,595,0,16,2,0,0,,3860,,
746,468611722,5,3263,0,0,0,557,407,257,407,123,-7622,4588,-69,-1930,-32,-13532,888,9032,595,0,16,2,0,0,,3860,,
747,468615590,5,3263,0,0,0,557,408,258,407,124,-7730,4588,-63,-1778,-72,-13372,1024,8876,595,0,16,2,0,0,,3868,,
748,468619468,5,3263,0,0,0,556,408,258,407,124,-7832,4588,-57,-1656,-101,-13340,888,8940,595,0,16,2,0,0,,3878,,
749,468623328,5,3263,0,0,0,556,408,259,407,122,-7930,4588,-44,-1616,-133,-13164,552,8996,595,0,16,2,0,0,,3860,,
750,468627199,5,3263,0,0,0,557,408,258,406,118,-8027,4588,-17,-1614,-158,-13088,124,9200,595,0,16,2,0,0,,3871,,
751,468631107,5,3263,0,0,0,558,409,257,406,114,-8125,4588,9,-1687,-177,-12976,-64,9368,595,0,16,2,0,0,,3908,,
752,468634931,5,3263,0,0,0,561,409,254,406,110,-8224,4588,30,-1717,-186,-12980,-172,9148,595,0,16,2,0,0,,3824,,
753,468638794,5,3263,0,0,0,563,409,252,406,107,-8321,4588,31,-1687,-187,-12988,-64,9000,595,0,16,2,0,0,,3863,,
754,468642662,5,3263,0,0,0,564,409,251,406,102,-8413,4588,7,-1581,-167,-12940,-148,9144,595,0,16,2,0,0,,3868,,
755,468646594,5,3263,0,0,0,564,409,251,406,96,-8496,4588,-33,-1432,-129,-12864,-80,9164,595,0,16,2,0,0,,3932,,
756,468650398,5,3263,0,0,0,563,408,252,407,88,-8572,4588,-81,-1253,-87,-12904,-8,9352,595,0,16,2,0,0,,3804,,
757,468654274,5,3263,0,0,0,561,407,254,408,78,-8641,4588,-117,-1092,-37,-12980,-8,9672,595,0,16,2,0,0,,3876,,
758,468658143,5,3263,0,0,0,560,406,255,408,66,-8706,4588,-138,-962,5,-13256,-296,9896,595,0,16,2,0,0,,3869,,
759,468662053,5,3263,0,0,0,559,406,256,409,54,-8768,4588,-132,-857,34,-13464,-268,10028,595,0,16,2,0,0,,3910,,
760,468665874,5,3263,0,0,0,558,406,257,409,45,-8827,4588,-110,-762,47,-13760,-28,9816,595,0,16,2,0,0,,3821,,
761,468669745,5,3263,0,0,0,557,406,257,409,38,-8883,4588,-87,-685,47,-13856,52,9740,595,0,16,2,0,0,,3871,,
762,468673608,5,3263,0,0,0,557,406,258,408,33,-8938,4588,-60,-622,32,-14172,144,9416,595,0,16,2,0,0,,3863,,
763,468677474,5,3263,0,0,0,557,407,258,408,30,-8992,4588,-36,-569,0,-14376,228,9132,595,0,16,2,0,0,,3866,,
764,468681343,5,3263,0,0,0,557,407,258,408,28,-9043,4588,-26,-507,-36,-14348,408,8760,595,0,16,2,0,0,,3869,,
765,468685214,5,3263,0,0,0,557,407,258,408,27,-9092,4588,-23,-425,-76,-14508,468,8652,595,0,16,2,0,0,,3871,,
766,468689086,5,3263,0,0,0,556,407,258,408,24,-9135,4588,-29,-337,-105,-14364,320,8544,595,0,16,2,0,0,,3872,,
767,468693004,5,3263,0,0,0,556,407,259,408,21,-9176,4588,-36,-288,-138,-14356,232,8544,595,0,16,2,0,0,,3918,,
768,468696850,5,3263,0,0,0,555,407,259,408,17,-9218,4588,-23,-320,-164,-14372,-36,8320,595,0,16,2,0,0,,3846,,
769,468700691,5,3263,0,0,0,557,407,258,408,14,-9263,4588,-2,-415,-201,-14304,100,8012,595,0,16,2,0,0,,3841,,
770,468704554,5,3263,0,0,0,559,407,256,408,13,-9311,4588,17,-523,-229,-14152,220,7656,595,0,16,2,0,0,,3863,,
771,468708418,5,3263,0,0,0,561,408,254,407,15,-9362,4588,26,-613,-260,-14060,496,7156,595,0,16,2,0,0,,3864,,
772,468712285,5,3263,0,0,0,564,408,251,407,17,-9415,4588,16,-672,-280,-13980,628,6896,595,0,16,2,0,0,,3867,,
773,468716154,5,3263,0,0,0,565,408,250,407,20,-9467,4588,-17,-698,-292,-13856,876,6396,595,0,16,2,0,0,,3869,,
774,468720024,5,3263,0,0,0,566,407,248,408,20,-9518,4588,-75,-702,-295,-13660,892,6228,595,0,16,2,0,0,,3870,,
775,468723938,5,3263,0,0,0,567,406,248,408,15,-9567,4588,-150,-686,-289,-13644,648,6288,595,0,16,2,0,0,,3914,,
776,468727757,5,3263,0,0,0,568,405,247,410,6,-9613,4588,-224,-666,-273,-13404,564,6464,595,0,16,2,0,0,,3819,,
777,468731642,5,3263,0,0,0,568,404,247,411,-6,-9659,4588,-266,-663,-247,-13488,388,6840,595,0,16,2,0,0,,3885,,
778,468735501,5,3263,0,0,0,569,403,246,412,-20,-9705,4588,-281,-697,-220,-13224,224,7504,595,0,16,2,0,0,,3859,,
779,468739368,5,3263,0,0,0,570,402,245,412,-34,-9754,4588,-246,-770,-189,-13280,0,8084,595,0,16,2,0,0,,3867,,
780,468743228,5,3263,0,0,0,572,403,243,412,-46,-9807,4588,-192,-884,-158,-13188,-64,8588,595,0,16,2,0,0,,3860,,
781,468747136,5,3263,0,0,0,575,404,240,411,-56,-9865,4588,-135,-992,-143,-13388,-232,8616,595,0,16,2,0,0,,3908,,
782,468750994,5,3263,0,0,0,577,404,238,411,-65,-9926,4588,-77,-1060,-133,-13504,-312,8584,595,0,16,2,0,0,,3858,,
783,468754893,5,3263,0,0,0,579,405,235,410,-71,-9987,4588,-33,-1056,-118,-13572,-180,8220,595,0,16,2,0,0,,3899,,
784,468758703,5,3263,0,0,0,580,405,235,409,-75,-10045,4588,-10,-1003,-97,-13532,-60,7976,595,0,16,2,0,0,,3810,,
785,468762570,5,3263,0,0,0,580,406,235,409,-78,-10103,4588,-12,-975,-76,-13656,92,7832,595,0,16,2,0,0,,3867,,
786,468766439,5,3263,0,0,0,581,406,234,409,-82,-10161,4588,-13,-986,-58,-13740,-52,7452,595,0,16,2,0,0,,3869,,
787,468770303,5,3263,0,0,0,582,406,233,409,-86,-10223,4588,-21,-1026,-41,-14004,-76,7360,595,0,16,2,0,0,,3864,,
788,468774179,5,3263,0,0,0,583,405,231,409,-90,-10287,4588,-34,-1063,-33,-14180,84,7192,595,0,16,2,0,0,,3876,,
789,468778039,5,3263,0,0,0,585,405,230,410,-94,-10354,4588,-50,-1089,-32,-14400,220,7092,595,0,16,2,0,0,,3860,,
790,468781914,5,3263,0,0,0,587,405,228,410,-97,-10421,4588,-57,-1109,-26,-14520,252,6984,595,0,16,2,0,0,,3875,,
791,468785822,5,3263,0,0,0,588,405,227,410,-99,-10490,4588,-69,-1111,-28,-14704,404,6968,595,0,16,2,0,0,,3908,,
792,468789650,5,3263,0,0,0,589,404,226,410,-101,-10558,4588,-87,-1096,-29,-14704,524,6756,595,0,16,2,0,0,,3828,,
793,468793901,5,3263,0,0,0,590,404,225,411,-104,-10624,4588,-107,-1066,-30,-14716,504,6896,595,0,16,2,0,0,,4251,,
794,468797416,5,3263,0,0,0,590,404,225,411,-109,-10689,4588,-128,-1019,-30,-14904,348,7108,595,0,16,2,0,0,,3515,,
795,468801245,5,3263,0,0,0,591,404,224,411,-117,-10751,4588,-152,-971,-19,-15012,188,7532,595,0,16,2,0,0,,3829,,
796,468805116,5,3263,0,0,0,591,403,224,412,-127,-10813,4588,-165,-932,-5,-15196,12,7660,595,0,16,2,0,0,,3871,,
797,468808983,5,3263,0,0,0,591,403,224,412,-136,-10876,4588,-161,-909,5,-15460,16,7728,595,0,16,2,0,0,,3867,,
798,468812857,5,3263,0,0,0,592,402,223,412,-141,-10939,4588,-158,-887,9,-15660,436,7712,595,0,16,2,0,0,,3874,,
799,468816776,5,3263,0,0,0,592,403,222,412,-144,-11001,4588,-158,-846,-2,-15900,812,7596,595,0,16,2,0,0,,3919,,
800,468820587,5,3263,0,0,0,593,403,222,412,-147,-11062,4588,-164,-797,-21,-16056,852,7228,595,0,16,2,0,0,,3811,,
801,468824466,5,3263,0,0,0,593,402,222,413,-152,-11123,4588,-168,-766,-50,-16208,640,7032,595,0,16,2,0,0,,3879,,
802,468828322,5,3263,0,0,0,593,402,221,413,-158,-11186,4588,-164,-806,-84,-16348,488,7052,595,0,16,2,0,0,,3856,,
803,468832197,5,3263,0,0,0,595,402,220,413,-162,-11249,4588,-154,-861,-123,-16120,608,6800,595,0,16,2,0,0,,3875,,
804,468836100,5,3263,0,0,0,597,402,218,413,-167,-11313,4588,-154,-892,-166,-16116,496,6560,595,0,16,2,0,0,,3903,,
805,468839923,5,3263,0,0,0,598,402,216,413,-172,-11374,4588,-170,-879,-193,-15956,652,6384,595,0,16,2,0,0,,3823,,
806,468843840,5,3263,0,0,0,599,402,216,413,-177,-11431,4588,-194,-839,-221,-15668,764,6048,595,0,16,2,0,0,,3917,,
807,468847706,5,3263,0,0,0,599,401,215,414,-184,-11483,4588,-220,-788,-233,-15300,588,6120,595,0,16,2,0,0,,3866,,
808,468851528,5,3263,0,0,0,599,401,215,414,-192,-11531,4588,-229,-775,-235,-14996,384,6432,595,0,16,2,0,0,,3822,,
809,468855395,5,3263,0,0,0,600,401,215,414,-202,-11578,4588,-219,-783,-228,-14880,136,6540,595,0,16,2,0,0,,3867,,
810,468859284,5,3263,0,0,0,601,401,214,414,-212,-11624,4588,-207,-788,-221,-14724,88,6644,595,0,16,2,0,0,,3889,,
811,468863138,5,3263,0,0,0,602,401,213,414,-223,-11667,4588,-194,-770,-208,-14508,-92,6596,595,0,16,2,0,0,,3854,,
812,468867004,5,3263,0,0,0,602,401,213,414,-234,-11706,4588,-183,-711,-194,-14440,-260,6588,595,0,16,2,0,0,,3866,,
813,468870864,5,3263,0,0,0,602,401,213,414,-247,-11742,4588,-171,-642,-170,-14468,-436,6712,595,0,16,2,0,0,,3860,,
814,468874745,5,3263,0,0,0,601,401,214,414,-258,-11773,4588,-167,-570,-146,-14144,-288,6348,595,0,16,2,0,0,,3881,,
815,468878669,5,3263,0,0,0,600,400,214,414,-267,-11801,4588,-159,-500,-112,-14208,-96,6352,595,0,16,2,0,0,,3924,,
816,468882469,5,3263,0,0,0,600,401,215,414,-276,-11825,4588,-163,-429,-75,-14168,32,6156,595,0,16,2,0,0,,3800,,
817,468886338,5,3263,0,0,0,599,400,216,415,-284,-11848,4588,-169,-371,-38,-14256,68,5952,595,0,16,2,0,0,,3869,,
818,468890208,5,3263,0,0,0,599,400,216,415,-293,-11867,4588,-169,-311,-6,-14192,12,6056,595,0,16,2,0,0,,3870,,
819,468894116,5,3263,0,0,0,598,400,217,415,-301,-11885,4588,-171,-249,23,-14380,60,6328,595,0,16,2,0,0,,3908,,
820,468897983,5,3263,0,0,0,597,400,218,415,-310,-11901,4588,-174,-174,47,-14584,-32,6336,595,0,16,2,0,0,,3867,,
821,468901814,5,3263,0,0,0,596,400,219,415,-318,-11913,4588,-176,-81,67,-14616,76,6532,595,0,16,2,0,0,,3831,,
822,468905675,5,3263,0,0,0,595,400,220,415,-328,-11922,4588,-175,22,83,-14720,-148,6776,595,0,16,2,0,0,,3861,,
823,468909601,5,3263,0,0,0,594,399,221,415,-338,-11927,4588,-155,136,98,-14824,-380,7048,595,0,16,2,0,0,,3926,,
824,468913407,5,3263,0,0,0,592,399,223,415,-346,-11925,4588,-129,261,115,-14736,-248,7304,595,0,16,2,0,0,,3806,,
825,468917285,5,3263,0,0,0,590,400,225,415,-353,-11917,4588,-100,400,132,-14716,-176,7388,595,0,16,2,0,0,,3878,,
826,468921146,5,3263,0,0,0,587,400,227,415,-359,-11903,4588,-71,533,149,-14712,-208,7568,595,0,16,2,0,0,,3861,,
827,468925014,5,3263,0,0,0,585,400,230,414,-363,-11885,4588,-39,656,167,-14772,-296,7312,595,0,16,2,0,0,,3868,,
828,468928884,5,3263,0,0,0,583,401,232,414,-367,-11862,4588,-10,783,186,-14848,-368,7400,595,0,16,2,0,0,,3870,,
829,468932753,5,3263,0,0,0,581,401,234,413,-369,-11835,4588,22,921,200,-15020,-176,7136,595,0,16,2,0,0,,3869,,
830,468936629,5,3263,0,0,0,578,402,237,413,-367,-11804,4588,58,1044,206,-15228,-20,6856,595,0,16,2,0,0,,3876,,
831,468940563,5,3263,0,0,0,576,402,239,412,-365,-11772,4588,79,1091,200,-15316,-100,6440,595,0,16,2,0,0,,3934,,
832,468944366,5,3263,0,0,0,574,403,240,412,-363,-11745,4588,103,1027,182,-15568,-268,5904,595,0,16,2,0,0,,3803,,
833,468948222,5,3263,0,0,0,575,403,240,412,-359,-11725,4588,116,880,152,-15716,-44,5404,595,0,16,2,0,0,,3856,,
834,468952107,5,3263,0,0,0,577,403,238,411,-354,-11713,4588,103,724,112,-15732,176,4752,595,0,16,2,0,0,,3885,,
835,468955970,5,3263,0,0,0,579,403,235,412,-347,-11707,4588,55,603,74,-15900,652,4004,595,0,16,2,0,0,,3863,,
836,468959832,5,3263,0,0,0,581,403,234,412,-340,-11704,4588,-27,523,46,-15780,1152,3692,595,0,16,2,0,0,,3862,,
837,468963698,5,3263,0,0,0,582,401,232,413,-336,-11703,4588,-132,464,26,-15752,1268,3756,595,0,16,2,0,0,,3866,,
838,468967565,5,3263,0,0,0,583,400,232,415,-338,-11705,4588,-233,401,13,-15724,1160,4048,595,0,16,2,0,0,,3867,,
839,468971480,5,3263,0,0,0,584,398,231,417,-345,-11710,4588,-309,337,8,-15772,984,4696,595,0,16,2,0,0,,3915,,
840,468975301,5,3263,0,0,0,585,397,230,418,-356,-11718,4588,-383,276,1,-15840,776,5364,595,0,16,2,0,0,,3821,,
841,468979164,5,3263,0,0,0,586,396,228,419,-369,-11728,4588,-432,243,-10,-15928,816,5940,595,0,16,2,0,0,,3863,,
842,468983057,5,3263,0,0,0,587,395,228,420,-385,-11739,4588,-470,239,-18,-16020,672,6592,595,0,16,2,0,0,,3893,,
